"","RETAILER","VOLUME","DISP","PRICE"
"426","SAN ANT/CORPUS CHR - H E BUTT",11738,0.03,3.955018
"427","BIRMINGHAM/MONTGOM - BRUNOS",12663,0.107623199,2.148622
"428","BIRMINGHAM/MONTGOM - KROGER",2183,0,2.163078
"429","BIRMINGHAM/MONTGOM - WINN DIXIE",4853,0.061390164,2.308057
"430","HARRISBURG/SCRANTN - GIANT FOOD STO",1847,0.075,2.652951
"431","NEW YORK (NEW) - A & P",3936,0,4.400915
"432","NEW YORK (NEW) - PATHMARK",5037,0.02573627,4.355767
"433","NEW YORK (NEW) - WALDBAUMS",1800,0,4.472222
"434","ROANOKE (NEW) - FOOD LION",3475,0.027228621,2.762878
"435","ROANOKE (NEW) - KROGER CO",5923,0,2.453993
"436","LOS ANGELES - LUCKY",11561,0.121,3.474007
"437","LOS ANGELES - RALPHS",15394,0.571,2.653371
"438","LOS ANGELES - VONS",9828,0,3.2558
"439","CHICAGO - DOMINICK",103763,0.271000686,1.320008
"440","CHICAGO - JEWEL",20482,0.067607427,3.032956
"441","CHICAGO - OMNI",14803,0.832,2.239951
"442","HOUSTON - KROGER CO",8937,0.146332046,2.382119
"443","HOUSTON - RANDALLS",3092,0,3.237387
"444","PITTSBURGH - GIANT EAGLE",5548,0,2.211608
"445","DETROIT - FARMER JACKS",3090,0,3.329126
"446","DETROIT - KROGER CO",4574,0,2.686707
"447","CLEVELAND - STOP N SHOP",4535,0.034449284,2.792503
"448","ST. LOUIS - NATIONAL SUPER",2284,0,3.715412
"449","ST. LOUIS - SCHNUCK MARKETS",9796,0.059145314,2.389138
"450","DALLAS/FT. WORTH - ALBERTSONS",3171,0,3.186692
"451","DALLAS/FT. WORTH - KROGER CO",2158,0,3.729842
"452","DALLAS/FT. WORTH - TOM THUMB",2846,0,2.666901
"453","BOSTON - SHAWS",3069,0,2.386771
"454","BOSTON - STAR MARKET",686,0,3.118076
"455","BOSTON - STOP & SHOP",2485,0,2.582294
"456","SAN FRANCISCO - LUCKY",6479,0.082158664,3.577867
"457","TAMPA/ST. PETE - KASH N KARRY",3516,0,2.873151
"458","TAMPA/ST. PETE - PUBLIX",4431,0.039366883,2.642293
"459","TAMPA/ST. PETE - WINN DIXIE",6083,0.029013961,2.449449
"460","DENVER - KING SOOPERS INC",3181,0,3.777428
"461","PHILADELPHIA - ACME MARKET",12107,0.109,2.653258
"462","ATLANTA - KROGER CO",8984,0.253241821,2.344613
"463","ATLANTA - WINN DIXIE",2389,0.185,2.640017
"464","CINCINNATI - KROGER CO",5167,0,2.902458
"465","INDIANAPOLIS - KROGER CO",3991,0.076,2.653721
"466","OKLAHOMA CITY - HOMELAND",2592,0.229097852,2.398148
"467","SACRAMENTO - RALEYS",1477,0.174,3.852404
"468","SAN DIEGO - LUCKY",3030,0.1705,3.60033
"469","SAN DIEGO - RALPHS",4721,0.312,2.653463
"470","SALT LAKE CITY - SMITHS FOOD",1196,0.181,2.498328
"471","PHOENIX - SAFEWAY",1876,0.161,2.652985
"472","PHOENIX - FRY'S FOOD STORE",3717,0,2.653484
"473","PHOENIX - SMITHS FOOD",3009,0.19,2.830176
"474","MIAMI - PUBLIX",10986,0.024239008,2.543692
"475","MIAMI - WINN DIXIE",8712,0,2.544881
"476","NASHVILLE - KROGER CO",5121,0.285,2.120094
"477","RALEIGH/GREENSBORO - WINN DIXIE",2614,0.054712447,2.503826
"478","RALEIGH/GREENSBORO - FOOD LION",6476,0.195128297,2.507412
"479","ALBANY,NY - PRICE CHOPPER",623,0.037,3.049759
"480","BALTI/WASH - GIANT FOOD INC",5002,0,3.798481
"481","BALTI/WASH - SAFEWAY",5445,0,3.186961
"482","BALTI/WASH - SUPER FRESH",1200,0,3.773333
"483","MILWAUKEE - KOHLS FOOD STORE",1857,0,3.076467
"484","NEW ORLEANS - WINN DIXIE",5874,0,2.466292
"485","BUFFALO/ROCHESTER - TOPS MARKETS",2336,0,3.240154
"486","BUFFALO/ROCHESTER - WEGMANS",8595,0.408333333,2.689936
"487","CHARLOTTE - BI LO",1458,0,2.333333
"488","CHARLOTTE - HARRIS TEETER",1636,0,2.50489
"489","CHARLOTTE - WINN DIXIE",2866,0.193,2.333566
"490","CHARLOTTE - FOOD LION",5569,0.079165505,2.521099
"491","HARTFORD - STOP & SHOP",1652,0,3.345036
"492","JACKSONVILLE,FL - PUBLIX",1645,0.043189124,2.659574
"493","JACKSONVILLE,FL - WINN DIXIE",2807,0,2.530103
"494","JACKSONVILLE,FL - FOOD LION",1400,0.132747166,2.637857
"495","LOUISVILLE - KROGER CO",4811,0.076786982,2.690085
"496","LOUISVILLE - WINN DIXIE",2019,0.345,2.599802
"497","RICHMOND/NORFOLK - FOOD LION",7418,0.162,2.560933
"498","RICHMOND/NORFOLK - NEW FARM FRESH",2692,0,2.507058
"499","COLUMBUS,OH - BIG BEAR",1532,0.103446809,3.233029
"500","COLUMBUS,OH - KROGER CO",5131,0.063642342,2.653284
"501","LITTLE ROCK - HARVEST FOODS",1406,0,2.997155
"502","WICHITA - DILLON COMPANIES",2152,0.096,2.65381
"503","SOUTH CAROLINA - BI LO",6353,0.105,2.333386
"504","SOUTH CAROLINA - FOOD LION",3559,0.04185587,2.526271
"505","SOUTH CAROLINA - WINN DIXIE",3379,0,2.386505
"506","ORLANDO,FL - PUBLIX",5168,0.093806826,2.677632
"507","ORLANDO,FL - WINN DIXIE",3389,0.024149396,2.581292
"508","ORLANDO,FL - FOOD LION",946,0.080816143,2.596195
"509","SYRACUSE - P & C FOOD MARKE",746,0.32,3.273458
"510","SYRACUSE - PRICE CHOPPER",596,0.275,2.845638
"511","SYRACUSE - WEGMANS",3501,0.559333333,2.664382
"512","NEW ENGLAND (NORTH) - SHOP N SAVE",5418,0.31,1.986711
"513","SAN ANT/CORPUS CHR - H E BUTT",10452,0.053,3.95685
"514","BIRMINGHAM/MONTGOM - BRUNOS",10446,0.251608187,2.215393
"515","BIRMINGHAM/MONTGOM - KROGER",1894,0,2.164203
"516","BIRMINGHAM/MONTGOM - WINN DIXIE",4346,0.055111111,2.299816
"517","HARRISBURG/SCRANTN - GIANT FOOD STO",1872,0.15,2.543269
"518","NEW YORK (NEW) - A & P",3178,0,4.400252
"519","NEW YORK (NEW) - PATHMARK",4830,0.144513875,4.386542
"520","NEW YORK (NEW) - WALDBAUMS",1559,0,4.524695
"521","ROANOKE (NEW) - FOOD LION",3367,0.027228621,2.692308
"522","ROANOKE (NEW) - KROGER CO",5702,0,2.459663
"523","LOS ANGELES - LUCKY",19918,0.296497925,2.932975
"524","LOS ANGELES - RALPHS",6538,0.016944391,3.719792
"525","LOS ANGELES - VONS",20136,0.1465,2.71772
"526","CHICAGO - DOMINICK",4275,0,3.149006
"527","CHICAGO - JEWEL",14393,0.037559682,3.011603
"528","CHICAGO - OMNI",3804,0.181,2.560988
"529","HOUSTON - KROGER CO",13536,0.224420863,2.422355
"530","HOUSTON - RANDALLS",5344,0,2.826722
"531","PITTSBURGH - GIANT EAGLE",4778,0,2.227082
"532","DETROIT - FARMER JACKS",8003,0.050841258,2.735474
"533","DETROIT - KROGER CO",6389,0.008136223,2.449836
"534","CLEVELAND - STOP N SHOP",2844,0.05003508,2.709564
"535","ST. LOUIS - NATIONAL SUPER",9634,0.635,2.810463
"536","ST. LOUIS - SCHNUCK MARKETS",20482,0.198932099,2.386583
"537","DALLAS/FT. WORTH - ALBERTSONS",3352,0,3.186754
"538","DALLAS/FT. WORTH - KROGER CO",7010,0.2575,2.653495
"539","DALLAS/FT. WORTH - TOM THUMB",6900,0.0835,2.666522
"540","BOSTON - SHAWS",3248,0,2.386084
"541","BOSTON - STAR MARKET",2034,0,2.387414
"542","BOSTON - STOP & SHOP",3931,0,2.403205
"543","SAN FRANCISCO - LUCKY",6095,0.089630499,3.656112
"544","TAMPA/ST. PETE - KASH N KARRY",3905,0.018853515,2.528297
"545","TAMPA/ST. PETE - PUBLIX",8338,0.05760095,2.386903
"546","TAMPA/ST. PETE - WINN DIXIE",5654,0.074826393,2.532543
"547","DENVER - KING SOOPERS INC",8156,0.1195,2.638671
"548","PHILADELPHIA - ACME MARKET",3564,0,3.655724
"549","ATLANTA - KROGER CO",8395,0.208,2.376415
"550","ATLANTA - WINN DIXIE",2676,0.07598409,2.738042
"551","CINCINNATI - KROGER CO",5610,0,2.386453
"552","INDIANAPOLIS - KROGER CO",3801,0.175,2.652986
"553","OKLAHOMA CITY - HOMELAND",4143,0.274062302,2.386918
"554","SACRAMENTO - RALEYS",2432,0.174,3.320313
"555","SAN DIEGO - LUCKY",6497,0.2425,2.994305
"556","SAN DIEGO - RALPHS",1880,0.041166667,3.718617
"557","SALT LAKE CITY - SMITHS FOOD",1827,0.181,2.386973
"558","PHOENIX - SAFEWAY",2265,0.327,2.65298
"559","PHOENIX - FRY'S FOOD STORE",4902,0,2.653611
"560","PHOENIX - SMITHS FOOD",1726,0.332,3.186559
"561","MIAMI - PUBLIX",14617,0.037838384,2.483068
"562","MIAMI - WINN DIXIE",7971,0,2.529294
"563","NASHVILLE - KROGER CO",4815,0.393,2.189823
"564","RALEIGH/GREENSBORO - WINN DIXIE",2784,0.069303619,2.42421
"565","RALEIGH/GREENSBORO - FOOD LION",6966,0.177150139,2.475165
"566","ALBANY,NY - PRICE CHOPPER",1944,0.187,2.561728
"567","BALTI/WASH - GIANT FOOD INC",5133,0,3.795441
"568","BALTI/WASH - SAFEWAY",7001,0.0745,3.186402
"569","BALTI/WASH - SUPER FRESH",1306,0,3.788668
"570","MILWAUKEE - KOHLS FOOD STORE",3603,0.0565,3.044685
"571","NEW ORLEANS - WINN DIXIE",4572,0,2.597769
"572","BUFFALO/ROCHESTER - TOPS MARKETS",1774,0.0395,3.253664
"573","BUFFALO/ROCHESTER - WEGMANS",2912,0.199666667,3.256181
"574","CHARLOTTE - BI LO",1439,0,2.346074
"575","CHARLOTTE - HARRIS TEETER",1734,0,2.472318
"576","CHARLOTTE - WINN DIXIE",2808,0.2785,2.333333
"577","CHARLOTTE - FOOD LION",5075,0.119998588,2.52532
"578","HARTFORD - STOP & SHOP",3272,0,2.920232
"579","JACKSONVILLE,FL - PUBLIX",2848,0.051091398,2.484902
"580","JACKSONVILLE,FL - WINN DIXIE",3166,0,2.460834
"581","JACKSONVILLE,FL - FOOD LION",1442,0.091385488,2.675451
"582","LOUISVILLE - KROGER CO",3346,0.131400942,2.693066
"583","LOUISVILLE - WINN DIXIE",1829,0.371,2.599781
"584","RICHMOND/NORFOLK - FOOD LION",8022,0.325333333,2.495388
"585","RICHMOND/NORFOLK - NEW FARM FRESH",2339,0,2.531851
"586","COLUMBUS,OH - BIG BEAR",1374,0.103446809,3.205968
"587","COLUMBUS,OH - KROGER CO",11903,0.101575499,1.98681
"588","LITTLE ROCK - HARVEST FOODS",2477,0.020196616,2.650787
"589","WICHITA - DILLON COMPANIES",2453,0,2.728088
"590","SOUTH CAROLINA - BI LO",6675,0.105,2.346816
"591","SOUTH CAROLINA - FOOD LION",3453,0.043749392,2.524761
"592","SOUTH CAROLINA - WINN DIXIE",3185,0.236,2.386813
"593","ORLANDO,FL - PUBLIX",8093,0.105133341,2.440257
"594","ORLANDO,FL - WINN DIXIE",4431,0,2.533288
"595","ORLANDO,FL - FOOD LION",1136,0.139749621,2.49912
"596","SYRACUSE - P & C FOOD MARKE",15212,0.392,1.320011
"597","SYRACUSE - PRICE CHOPPER",1777,0.585,2.624086
"598","SYRACUSE - WEGMANS",1027,0.533,3.465433
"599","NEW ENGLAND (NORTH) - SHOP N SAVE",6791,0.518,1.986453
"600","SAN ANT/CORPUS CHR - H E BUTT",9655,0.053,3.85334
"601","BIRMINGHAM/MONTGOM - BRUNOS",10326,0.246332136,2.299341
"602","BIRMINGHAM/MONTGOM - KROGER",2233,0.249,2.145992
"603","BIRMINGHAM/MONTGOM - WINN DIXIE",5169,0.023041552,2.296769
"604","HARRISBURG/SCRANTN - GIANT FOOD STO",2168,0.15,2.429428
"605","NEW YORK (NEW) - A & P",3171,0,3.949543
"606","NEW YORK (NEW) - PATHMARK",3742,0.101472076,3.063335
"607","NEW YORK (NEW) - WALDBAUMS",1703,0,4.517322
"608","ROANOKE (NEW) - FOOD LION",3166,0,2.683512
"609","ROANOKE (NEW) - KROGER CO",4843,0.076208779,2.481726
"610","LOS ANGELES - LUCKY",19529,0.1605,2.900865
"611","LOS ANGELES - RALPHS",5453,0.01673025,3.719971
"612","LOS ANGELES - VONS",5479,0.0375,3.741194
"613","CHICAGO - DOMINICK",4817,0.046,3.24289
"614","CHICAGO - JEWEL",90374,0.338808581,1.320004
"615","CHICAGO - OMNI",2278,0.181,2.740562
"616","HOUSTON - KROGER CO",13675,0.178576438,2.439342
"617","HOUSTON - RANDALLS",2177,0,3.678457
"618","PITTSBURGH - GIANT EAGLE",4317,0,2.200602
"619","DETROIT - FARMER JACKS",8384,0.092760096,2.737595
"620","DETROIT - KROGER CO",4861,0,2.485497
"621","CLEVELAND - STOP N SHOP",2304,0.067534302,2.512153
"622","ST. LOUIS - NATIONAL SUPER",3332,0.157,3.454382
"623","ST. LOUIS - SCHNUCK MARKETS",9621,0.139820249,2.432491
"624","DALLAS/FT. WORTH - ALBERTSONS",2713,0,3.453741
"625","DALLAS/FT. WORTH - KROGER CO",4740,0.155,2.672152
"626","DALLAS/FT. WORTH - TOM THUMB",3387,0.0835,3.320342
"627","BOSTON - SHAWS",2857,0,2.386419
"628","BOSTON - STAR MARKET",532,0,3.12218
"629","BOSTON - STOP & SHOP",2159,0,2.687355
"630","SAN FRANCISCO - LUCKY",7172,0.092694444,2.99763
"631","TAMPA/ST. PETE - KASH N KARRY",4102,0.04467572,2.634812
"632","TAMPA/ST. PETE - PUBLIX",6287,0,2.516144
"633","TAMPA/ST. PETE - WINN DIXIE",6023,0.078535756,2.564503
"634","DENVER - KING SOOPERS INC",3778,0,3.556908
"635","PHILADELPHIA - ACME MARKET",2589,0,3.697953
"636","ATLANTA - KROGER CO",7286,0.224333333,2.386632
"637","ATLANTA - WINN DIXIE",2422,0.079064055,2.714286
"638","CINCINNATI - KROGER CO",5103,0.053,2.421125
"639","INDIANAPOLIS - KROGER CO",3219,0.175,2.653308
"640","OKLAHOMA CITY - HOMELAND",3836,0.238909091,2.391554
"641","SACRAMENTO - RALEYS",1321,0,3.853899
"642","SAN DIEGO - LUCKY",8050,0.333,3.018012
"643","SAN DIEGO - RALPHS",1525,0.041166667,3.720656
"644","SALT LAKE CITY - SMITHS FOOD",1197,0.251,3.054302
"645","PHOENIX - SAFEWAY",1726,0.161,2.654114
"646","PHOENIX - FRY'S FOOD STORE",1820,0,3.586264
"647","PHOENIX - SMITHS FOOD",1163,0.221,3.186586
"648","MIAMI - PUBLIX",12078,0.004947761,2.500662
"649","MIAMI - WINN DIXIE",8176,0,2.513454
"650","NASHVILLE - KROGER CO",4000,0.317,2.12
"651","RALEIGH/GREENSBORO - WINN DIXIE",3048,0.071128199,2.416339
"652","RALEIGH/GREENSBORO - FOOD LION",6190,0.172801556,2.442649
"653","ALBANY,NY - PRICE CHOPPER",649,0,3.050847
"654","BALTI/WASH - GIANT FOOD INC",3540,0,3.79322
"655","BALTI/WASH - SAFEWAY",4076,0.075,4.11948
"656","BALTI/WASH - SUPER FRESH",993,0,3.286002
"657","MILWAUKEE - KOHLS FOOD STORE",1504,0,3.093085
"658","NEW ORLEANS - WINN DIXIE",5391,0,2.589687
"659","BUFFALO/ROCHESTER - TOPS MARKETS",2314,0,3.237684
"660","BUFFALO/ROCHESTER - WEGMANS",2269,0.092,3.270163
"661","CHARLOTTE - BI LO",1861,0.175,2.386351
"662","CHARLOTTE - HARRIS TEETER",1617,0,2.478664
"663","CHARLOTTE - WINN DIXIE",3029,0.209743142,2.333774
"664","CHARLOTTE - FOOD LION",4578,0.145333333,2.493884
"665","HARTFORD - STOP & SHOP",1447,0,3.365584
"666","JACKSONVILLE,FL - PUBLIX",1836,0.036515548,2.509804
"667","JACKSONVILLE,FL - WINN DIXIE",2793,0,2.495166
"668","JACKSONVILLE,FL - FOOD LION",1705,0.091385488,2.608211
"669","LOUISVILLE - KROGER CO",3445,0.036382598,2.684761
"670","LOUISVILLE - WINN DIXIE",1953,0.406,2.600102
"671","RICHMOND/NORFOLK - FOOD LION",7420,0.24,2.509973
"672","RICHMOND/NORFOLK - NEW FARM FRESH",2195,0,2.546697
"673","COLUMBUS,OH - BIG BEAR",1658,0.103571732,3.215923
"674","COLUMBUS,OH - KROGER CO",7112,0.176,2.653403
"675","LITTLE ROCK - HARVEST FOODS",1275,0,3.047843
"676","WICHITA - DILLON COMPANIES",1205,0,3.006639
"677","SOUTH CAROLINA - BI LO",7346,0.286,2.386605
"678","SOUTH CAROLINA - FOOD LION",4471,0.047050562,2.558712
"679","SOUTH CAROLINA - WINN DIXIE",4162,0.235,2.386593
"680","ORLANDO,FL - PUBLIX",5895,0.137085364,2.542663
"681","ORLANDO,FL - WINN DIXIE",4443,0.101090106,2.468827
"682","ORLANDO,FL - FOOD LION",1143,0.145100972,2.490814
"683","SYRACUSE - P & C FOOD MARKE",658,0.213,3.363222
"684","SYRACUSE - PRICE CHOPPER",459,0.263,2.91939
"685","SYRACUSE - WEGMANS",775,0.457333333,3.48129
"686","NEW ENGLAND (NORTH) - SHOP N SAVE",5906,0.45,1.986624
"687","SAN ANT/CORPUS CHR - H E BUTT",12104,0.084,3.853437
"688","BIRMINGHAM/MONTGOM - BRUNOS",10628,0.248643588,2.325273
"689","BIRMINGHAM/MONTGOM - KROGER",2276,0.31,2.144991
"690","BIRMINGHAM/MONTGOM - WINN DIXIE",4991,0.025120319,2.298537
"691","HARRISBURG/SCRANTN - GIANT FOOD STO",1807,0.151,2.560598
"692","NEW YORK (NEW) - A & P",5868,0,2.711316
"693","NEW YORK (NEW) - PATHMARK",2916,0.073547945,4.386488
"694","NEW YORK (NEW) - WALDBAUMS",1222,0,4.452537
"695","ROANOKE (NEW) - FOOD LION",2053,0,2.61812
"696","ROANOKE (NEW) - KROGER CO",5640,0.042744292,2.448227
"697","LOS ANGELES - LUCKY",10860,0.153,2.994936
"698","LOS ANGELES - RALPHS",5038,0.012776493,3.73164
"699","LOS ANGELES - VONS",4766,0,3.746748
"700","CHICAGO - DOMINICK",4654,0.046,3.260206
"701","CHICAGO - JEWEL",76185,0.070073171,2.704049
"702","CHICAGO - OMNI",2949,0.181,2.726009
"703","HOUSTON - KROGER CO",11749,0.084333333,2.474849
"704","HOUSTON - RANDALLS",3319,0,3.347092
"705","PITTSBURGH - GIANT EAGLE",3234,0,2.244589
"706","DETROIT - FARMER JACKS",7962,0.128664835,2.711881
"707","DETROIT - KROGER CO",4198,0,2.738447
"708","CLEVELAND - STOP N SHOP",1833,0.067209404,2.563011
"709","ST. LOUIS - NATIONAL SUPER",1820,0,3.743956
"710","ST. LOUIS - SCHNUCK MARKETS",6137,0.039197125,2.751181
"711","DALLAS/FT. WORTH - ALBERTSONS",2817,0,3.186723
"712","DALLAS/FT. WORTH - KROGER CO",3415,0.024792395,2.653294
"713","DALLAS/FT. WORTH - TOM THUMB",2731,0.0835,3.320029
"714","BOSTON - SHAWS",3351,0,2.38675
"715","BOSTON - STAR MARKET",817,0,3.122399
"716","BOSTON - STOP & SHOP",2430,0,2.622634
"717","SAN FRANCISCO - LUCKY",7362,0.145173329,2.986553
"718","TAMPA/ST. PETE - KASH N KARRY",3671,0,2.871969
"719","TAMPA/ST. PETE - PUBLIX",5765,0,2.513443
"720","TAMPA/ST. PETE - WINN DIXIE",5614,0.027481879,2.589241
"721","DENVER - KING SOOPERS INC",3376,0.029356486,3.527547
"722","PHILADELPHIA - ACME MARKET",4775,0,3.475602
"723","ATLANTA - KROGER CO",6438,0.106993209,2.355856
"724","ATLANTA - WINN DIXIE",2615,0.084,2.70325
"725","CINCINNATI - KROGER CO",4425,0.246,2.869379
"726","INDIANAPOLIS - KROGER CO",3217,0.175,2.653093
"727","OKLAHOMA CITY - HOMELAND",3108,0.337292683,2.430824
"728","SACRAMENTO - RALEYS",1394,0.174,3.740316
"729","SAN DIEGO - LUCKY",3966,0.2085,3.0706
"730","SAN DIEGO - RALPHS",1588,0.152,3.720403
"731","SALT LAKE CITY - SMITHS FOOD",938,0.251,3.052239
"732","PHOENIX - SAFEWAY",804,0,3.587065
"733","PHOENIX - FRY'S FOOD STORE",964,0,3.587137
"734","PHOENIX - SMITHS FOOD",1142,0.332,3.186515
"735","MIAMI - PUBLIX",11234,0.009396226,2.50543
"736","MIAMI - WINN DIXIE",7944,0,2.508308
"737","NASHVILLE - KROGER CO",4142,0.312,2.225495
"738","RALEIGH/GREENSBORO - WINN DIXIE",3120,0.010368543,2.408654
"739","RALEIGH/GREENSBORO - FOOD LION",7496,0.18611882,2.439301
"740","ALBANY,NY - PRICE CHOPPER",632,0,3.053797
"741","BALTI/WASH - GIANT FOOD INC",9567,0.118750174,3.053099
"742","BALTI/WASH - SAFEWAY",4212,0.075,4.120133
"743","BALTI/WASH - SUPER FRESH",2166,0,3.319483
"744","MILWAUKEE - KOHLS FOOD STORE",1449,0,3.10352
"745","NEW ORLEANS - WINN DIXIE",5606,0.07760031,2.607385
"746","BUFFALO/ROCHESTER - TOPS MARKETS",31395,0.5,1.97334
"747","BUFFALO/ROCHESTER - WEGMANS",2849,0.107333333,3.252369
"748","CHARLOTTE - BI LO",1794,0.309,2.386845
"749","CHARLOTTE - HARRIS TEETER",1628,0,2.460074
"750","CHARLOTTE - WINN DIXIE",3170,0.221457831,2.334069
"751","CHARLOTTE - FOOD LION",5492,0.163333333,2.472688
"752","HARTFORD - STOP & SHOP",1690,0,3.120118
"753","JACKSONVILLE,FL - PUBLIX",1552,0.036784314,2.546392
"754","JACKSONVILLE,FL - WINN DIXIE",2968,0,2.44845
"755","JACKSONVILLE,FL - FOOD LION",1438,0.118492084,2.614743
"756","LOUISVILLE - KROGER CO",4100,0.066030963,2.688537
"757","LOUISVILLE - WINN DIXIE",1396,0.246,2.59957
"758","RICHMOND/NORFOLK - FOOD LION",7228,0.266810036,2.478141
"759","RICHMOND/NORFOLK - NEW FARM FRESH",1900,0,2.572105
"760","COLUMBUS,OH - BIG BEAR",1032,0.103446809,3.563953
"761","COLUMBUS,OH - KROGER CO",3733,0.007132743,3.051433
"762","LITTLE ROCK - HARVEST FOODS",1674,0,2.928315
"763","WICHITA - DILLON COMPANIES",1015,0.125,3.11133
"764","SOUTH CAROLINA - BI LO",7698,0.38,2.386724
"765","SOUTH CAROLINA - FOOD LION",3899,0.112666667,2.534496
"766","SOUTH CAROLINA - WINN DIXIE",3748,0.235,2.386606
"767","ORLANDO,FL - PUBLIX",5409,0.061793525,2.515992
"768","ORLANDO,FL - WINN DIXIE",5816,0.114870351,2.422627
"769","ORLANDO,FL - FOOD LION",1182,0.086067416,2.479695
"770","SYRACUSE - P & C FOOD MARKE",558,0.213,3.322581
"771","SYRACUSE - PRICE CHOPPER",494,0.262,2.95749
"772","SYRACUSE - WEGMANS",666,0.34,3.484985
"773","NEW ENGLAND (NORTH) - SHOP N SAVE",5033,0.317,1.986489
"774","SAN ANT/CORPUS CHR - H E BUTT",11898,0.084,3.18667
"775","BIRMINGHAM/MONTGOM - BRUNOS",9744,0.213218037,2.394089
"776","BIRMINGHAM/MONTGOM - KROGER",1952,0.027411121,2.152152
"777","BIRMINGHAM/MONTGOM - WINN DIXIE",5035,0.019471227,2.307249
"778","HARRISBURG/SCRANTN - GIANT FOOD STO",1571,0.151,2.60662
"779","NEW YORK (NEW) - A & P",9402,0,2.653372
"780","NEW YORK (NEW) - PATHMARK",3834,0.109557377,4.386281
"781","NEW YORK (NEW) - WALDBAUMS",1528,0,4.496073
"782","ROANOKE (NEW) - FOOD LION",2085,0,2.672422
"783","ROANOKE (NEW) - KROGER CO",5797,0.057532597,2.429705
"784","LOS ANGELES - LUCKY",7680,0.08,3.488021
"785","LOS ANGELES - RALPHS",12102,0.108676829,2.653446
"786","LOS ANGELES - VONS",5230,0,3.630784
"787","CHICAGO - DOMINICK",4976,0.046,3.261254
"788","CHICAGO - JEWEL",10567,0,3.298003
"789","CHICAGO - OMNI",2088,0,2.726054
"790","HOUSTON - KROGER CO",11938,0.084333333,2.470514
"791","HOUSTON - RANDALLS",10047,0,2.373047
"792","PITTSBURGH - GIANT EAGLE",2738,0,2.260774
"793","DETROIT - FARMER JACKS",6509,0.019880229,2.700568
"794","DETROIT - KROGER CO",3561,0,2.701488
"795","CLEVELAND - STOP N SHOP",1729,0.030819519,2.577212
"796","ST. LOUIS - NATIONAL SUPER",1464,0,3.739071
"797","ST. LOUIS - SCHNUCK MARKETS",5437,0.07823824,3.13169
"798","DALLAS/FT. WORTH - ALBERTSONS",2867,0,3.222183
"799","DALLAS/FT. WORTH - KROGER CO",2242,0.024792395,3.120874
"800","DALLAS/FT. WORTH - TOM THUMB",2395,0,3.319415
"801","BOSTON - SHAWS",3074,0,2.386467
"802","BOSTON - STAR MARKET",614,0,3.123779
"803","BOSTON - STOP & SHOP",2026,0,2.644126
"804","SAN FRANCISCO - LUCKY",7851,0.144333333,2.977455
"805","TAMPA/ST. PETE - KASH N KARRY",3823,0,2.857965
"806","TAMPA/ST. PETE - PUBLIX",6598,0.012432836,2.516065
"807","TAMPA/ST. PETE - WINN DIXIE",4819,0.03081563,2.587674
"808","DENVER - KING SOOPERS INC",9929,0.0835,2.654044
"809","PHILADELPHIA - ACME MARKET",3621,0,3.432201
"810","ATLANTA - KROGER CO",6672,0.125666667,2.438999
"811","ATLANTA - WINN DIXIE",2506,0.084,2.748204
"812","CINCINNATI - KROGER CO",3882,0.311,2.902885
"813","INDIANAPOLIS - KROGER CO",3277,0.175,2.653341
"814","OKLAHOMA CITY - HOMELAND",3071,0.17559745,2.435363
"815","SACRAMENTO - RALEYS",1344,0.266,3.720238
"816","SAN DIEGO - LUCKY",2829,0.163,3.577589
"817","SAN DIEGO - RALPHS",3155,0.152,2.652932
"818","SALT LAKE CITY - SMITHS FOOD",998,0.404,3.052104
"819","PHOENIX - SAFEWAY",1631,0.179,2.386879
"820","PHOENIX - FRY'S FOOD STORE",2214,0,3.601174
"821","PHOENIX - SMITHS FOOD",4055,0.332,1.791122
"822","MIAMI - PUBLIX",11864,0.031655844,2.486935
"823","MIAMI - WINN DIXIE",8032,0,2.537475
"824","NASHVILLE - KROGER CO",3414,0.312,2.653193
"825","RALEIGH/GREENSBORO - WINN DIXIE",2777,0.016747385,2.39323
"826","RALEIGH/GREENSBORO - FOOD LION",5515,0.12693172,2.470898
"827","ALBANY,NY - PRICE CHOPPER",601,0,3.053245
"828","BALTI/WASH - GIANT FOOD INC",3669,0.197,3.786045
"829","BALTI/WASH - SAFEWAY",3423,0.075,4.12007
"830","BALTI/WASH - SUPER FRESH",976,0,3.8125
"831","MILWAUKEE - KOHLS FOOD STORE",1434,0,3.078103
"832","NEW ORLEANS - WINN DIXIE",4699,0.012513373,2.546074
"833","BUFFALO/ROCHESTER - TOPS MARKETS",1696,0.032,3.262382
"834","BUFFALO/ROCHESTER - WEGMANS",8868,0.306666667,2.653135
"835","CHARLOTTE - BI LO",1537,0.309,2.387118
"836","CHARLOTTE - HARRIS TEETER",1623,0,2.449168
"837","CHARLOTTE - WINN DIXIE",3052,0.158002865,2.333552
"838","CHARLOTTE - FOOD LION",4492,0.099954605,2.469947
"839","HARTFORD - STOP & SHOP",1227,0,3.377343
"840","JACKSONVILLE,FL - PUBLIX",1927,0.024283694,2.517903
